,x,y,prf_size,prf_ampl,bold_bsl,surr_ampl,surr_size,r2,size ratio,suppression index,ecc,polar,roi,session,ses,subject,fwhmax,halfmax,fwmin,min_profile
151726,-2.674492953980153,-1.0468166692239984,1.593511669360365,0.14505804343085701,0.0,0.130282724654498,1.6659910259187753,0.7565263112681603,1.0454840450509557,0.9817023627773819,2.8720615766126447,-2.76851545784552,V2,3,memantine,001,2.7627627849578857,6.846847057342529,0.007386632263660431,-0.0013433080166578293
151727,-2.587821870814093,-0.9326398724116264,1.5561157533692078,0.16638998121957146,0.0,0.149201274408342,1.6298999347571468,0.7839153884887228,1.0474156123849951,0.9837470568575892,2.7507524728109813,-2.795686816952163,V2,3,memantine,001,2.682682752609253,6.606606483459473,0.008593104779720306,-0.0016528964042663574
151728,-2.653891046004858,-0.8743036983723258,1.6125490599340395,0.23054992747982808,0.0,0.21466798558100858,1.6639355945455128,0.7425969711815747,1.031866648828393,0.9914012051877459,2.7941983897089853,-2.8233481998222696,V2,3,memantine,001,2.682682752609253,6.766766548156738,0.007939867675304413,-0.0016451217234134674
151729,-2.953216905887365,-2.109953599393163,2.034814282409232,0.21091069082126523,0.0,0.18881653912595966,2.148471615563989,0.7914340761417423,1.0558563669113754,0.9980473022547084,3.629517086998091,-2.5212281642961765,V2,3,memantine,001,3.3233232498168945,8.368368148803711,0.011046089231967926,-0.0028788670897483826
151736,-2.5393936978425824,-2.0870795837223413,1.9692057001599197,0.14704450693753005,0.0,0.12590548197573379,2.13054349661527,0.7700826981262247,1.0819303927681339,1.0022924896078595,3.2870079922983524,-2.453651274026547,V2,3,memantine,001,3.2432432174682617,8.128128051757812,0.010568499565124512,-0.002933276817202568
151737,-2.5821471468250277,-2.077005600671218,1.9592378053491672,0.15957927643598868,0.0,0.13737310207735873,2.1095071031066444,0.789516978253656,1.076697834916827,0.9979594460423291,3.313825003387511,-2.4641918345445104,V2,3,memantine,001,3.2432432174682617,8.128128051757812,0.011102013289928436,-0.002912575379014015
151738,-0.663802239180615,-3.7374553592882207,2.1322927771516023,0.13706242431593615,0.0,0.12944272595164372,2.207044781345852,0.6423063679858692,1.0350571014427512,1.0117841220902923,3.795945992162354,-1.7465714405245156,V2,3,memantine,001,3.2432432174682617,8.288288116455078,0.003809504210948944,-0.001471659168601036
151743,-2.187529637779187,-2.132848738381647,1.9407091272772365,0.13039041981031607,0.0,0.11062855158968742,2.0989876481009064,0.7777050278058001,1.0815570548924713,0.9924769103737374,3.0552135206853426,-2.368850321508797,V2,3,memantine,001,3.2432432174682617,8.128128051757812,0.009879987686872482,-0.002420770935714245
151746,-1.2456668224813159,-2.4341836045250695,1.475236626457143,0.020970123159359123,0.0,0.005808681819730885,3.0971446217368075,0.7464879617321836,2.0994222663619464,1.220889067343899,2.73439859076349,-2.0437910175706406,V2,3,memantine,001,2.9229228496551514,7.887887954711914,0.007579815573990345,-0.0019936980679631233
151751,-0.7916211993671523,-2.431640568281848,1.3852066657684876,0.020704887127508793,0.0,0.005136025165060618,3.3684136663501327,0.7189272907763873,2.431704777049566,1.466817124721548,2.5572524272354418,-1.88552582931481,V2,3,memantine,001,2.7627627849578857,7.647647857666016,0.007783395238220692,-0.002237931126728654
151752,-0.6812231355381677,-2.344898387702632,1.4115913694655513,0.021643201917978073,0.0,0.005407868722201776,3.4811065558010297,0.748929130410424,2.466086596377411,1.5195719726267969,2.4418463115116102,-1.8535267577047059,V2,3,memantine,001,2.8428428173065186,7.807807922363281,0.008116623386740685,-0.0024109981022775173
151807,-0.7240725265213962,0.32756260822586747,1.729963353390292,0.07812048020294239,0.0,0.06742792637133264,1.8502166946214778,0.6778370478375466,1.0695120743428002,0.9872935131750591,0.7947189981187132,2.716753624466142,V2,3,memantine,001,2.9229228496551514,7.327327251434326,0.005345635116100311,-0.001197468489408493
151808,-2.0032410259932796,0.3877294648362693,1.5846789736298583,0.026515317052194273,0.0,0.012128615226302354,2.276579561927806,0.6586759609199404,1.4366187725158512,0.9440553729080932,2.0404187673428282,2.95040559796382,V2,3,memantine,001,3.0030031204223633,7.647647857666016,0.00719252647832036,-0.0015167793026193976
151809,-2.0976128978160715,0.34655109349779073,1.403065662689446,0.024571890234052804,0.0,0.005642507167159932,3.068811912307753,0.6959195426775424,2.187219026104128,1.0985456353621865,2.1260473958707626,2.9778595345709706,V2,3,memantine,001,2.8428428173065186,7.807807922363281,0.00946350209414959,-0.0020001886878162622
151814,-0.6021105023069323,0.1067549082945287,1.3925496553049823,0.016776254976862498,0.0,0.004980143143902385,2.560983845502375,0.742046755688553,1.8390610602258874,1.0040124665057013,0.6115011589795064,2.966115053211454,V2,3,memantine,001,2.7627627849578857,7.327327251434326,0.005897264461964369,-0.0012631249846890569
151815,-0.9791431291975181,-0.09207914217206163,1.5653198263733372,0.017742905804080455,0.0,0.004177492617798146,3.704164656013525,0.6222750570745843,2.3663947735177167,1.318455083715691,0.9834631848106213,-3.047827878056083,V2,3,memantine,001,3.163163185119629,8.688688278198242,0.0067820120602846146,-0.0017229686491191387
151816,-1.5488383616109171,0.23187984400845274,1.7935120615076279,0.09951568425718427,0.0,0.08480843256684761,1.9203735957569579,0.7029555825637468,1.0707335829917364,0.9770355177817517,1.5660997836839692,2.992984282448241,V2,3,memantine,001,3.083083152770996,7.727727890014648,0.007352832704782486,-0.0014300858601927757
151817,-2.045604124948363,0.3475422583675528,1.2670399855710557,0.03811842148932383,0.0,0.005168112415190937,4.389641946798419,0.6882060832932311,3.4644857279859287,1.6273261264062386,2.074917313378289,2.973302484203898,V2,3,memantine,001,2.7627627849578857,7.887887954711914,0.01647280342876911,-0.0031517245806753635
151826,-1.3053315740175744,0.2586926951847543,1.1777011562242579,0.02400274608359509,0.0,0.0013994424440770391,8.688466479824564,0.6016383329438951,7.377479790951403,3.1732929563457377,1.3307187639276568,2.945946168585359,V2,3,memantine,001,2.682682752609253,8.768768310546875,0.0112999202683568,-0.0012086593778803945
151828,-1.1479800964886004,0.2044460897496732,1.1704630730186496,0.03066218657323955,0.0,0.002005479423621184,32.06144933801725,0.5136588126981361,27.39210666025548,49.07563827016704,1.1660430976374363,2.965348433599155,V2,3,memantine,001,2.60260272026062,10.13012981414795,0.014326110482215881,-0.0019779775757342577
